source,target
Nghị định 67/2003/NĐ-CP Về phí bảo vệ môi trường đối với nước thải,"Nghị định 04/2007/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 67/2003/NĐ-CP ngày 13 tháng 06 năm 2003 của Chính phủ về phí bảo vệ môi trường đối với nước thải"
Nghị định 02/2007/NĐ-CP Về kiểm dịch thực vật,"Nghị định 98/2011/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định về nông nghiệp"
Nghị định 08/2000/NĐ-CP Về đăng ký giao dịch bảo đảm,Nghị định 163/2006/NĐ-CP Về giao dịch bảo đảm
Nghị định 158/2006/NĐ-CP Quy định chi tiết Luật Thương mại về hoạt động mua bán hàng hoá qua Sở Giao dịch hàng hóa,"Nghị định 51/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 158/2006/NĐ-CP ngày 28 tháng 12 năm 2006 của Chính phủ quy định chi tiết Luật Thương mại về hoạt động mua bán hàng hóa qua Sở Giao dịch hàng hóa"
Nghị định 128/2005/NĐ-CP Quy định về xử lý vi phạm hành chính trong lĩnh vực thuỷ sản,"Nghị định 154/2006/NĐ-CP Sửa đổi, bổ sung Điều 17 Nghị định số 128/2005/NĐ-CP ngày 11 tháng 10 năm 2005 của Chính phủ quy định về xử lý vi phạm hành chính trong lĩnh vực thuỷ sản"
"Nghị định 121/2003/NĐ-CP Về chế độ, chính sách đối với cán bộ, công chức ở xã, phường, thị trấn",Nghị định 152/2006/NĐ-CP Hướng dẫn một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội bắt buộc
Nghị định 151/2006/NĐ-CP Về tín dụng đầu tư và tín dụng xuất khẩu của Nhà nước,Quyết định 2450/QĐ-BTC Về việc đính chính Thông tư số 69/2007/TT-BTC ngày 25/6/2007 của Bộ Tài Chính
Nghị định 150/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều Pháp lệnh Cựu chiến binh,"Nghị định 157/2016/NĐ-CP Sửa đổi, bổ sung Nghị định số 150/2006/NĐ-CP ngày 12 tháng 12 năm 2006 quy định chi tiết và hướng dẫn thi hành một số điều Pháp lệnh Cựu chiến binh"
Nghị định 68/1998/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Thuế tài nguyên (sửa đổi),"Nghị định 147/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 68/1998/NĐ-CP ngày 03/09/1998 của Chính phủ quy định chi hết thi hành Pháp lệnh Thuế tài nguyên (sửa đổi)"
Nghị định 48/2000/NĐ-CP Quy định chi tiết thi hành Luật Dầu khí,Nghị định 145/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực dầu khí
Nghị định 14/1998/NĐ-CP Về quản lý tài sản Nhà nước,"Nghị định 137/2006/NĐ-CP Quy định việc phân cấp quản lý nhà nước đối với tài sản nhà nước tại cơ quan hành chính, đơn vị sự nghiệp công lập, tài sản được xác lập quyền sở hữu của Nhà nước"
"Nghị định 150/2005/NĐ-CP Quy định xử phạt hành chính trong lĩnh vực an ninh trật tự, an toàn xã hội","Nghị định 129/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong quản lý, bảo vệ biên giới quốc gia"
"Nghị định 190/CP Quy định chi tiết thi hành Luật Sửa đổi, bổ sung một số điều của Luật Nghĩa vụ quân sự về chế độ, chính sách đối với quân nhân chuyên nghiệp, hạ sĩ quan và binh sĩ","Nghị định 122/2006/NĐ-CP Quy định chi tiết thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Nghĩa vụ quân sự năm 2005 về chế độ, chính sách đối với hạ sĩ quan, binh sĩ phục vụ tại ngũ"
"Nghị định 116/2003/NĐ-CP Về việc tuyển dụng, sử dụng và quản lý cán bộ, công chức trong các đơn vị sự nghiệp của Nhà nước","Nghị định 121/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 116/2003/NĐ-CP ngày 10/10/2003 của Chính phủ về việc tuyển dụng, sử dụng và quản lý cán bộ, công chức trong các đơn vị sự nghiệp của Nhà nước"
Nghị định 97/1998/NĐ-CP Về xử lý kỷ luật và trách nhiệm vật chất đối với công chức,"Nghị định 118/2006/NĐ-CP Về xử lý trách nhiệm vật chất đối với cán bộ, công chức"
Nghị định 16/2005/NĐ-CP Về quản lý dự án đầu tư xây dựng công trình,"Nghị định 112/2006/NĐ-CP Về sửa đổi, bổ sung một số điều của Nghị định số 16/2005/NĐ-CP về quản lý dự án đầu tư xây dựng công trình"
"Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu",Nghị định 108/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Đầu tư
"Nghị định 152/2004/NĐ-CP Sửa đổi, bổ sung một số điều Nghị định số 164/2003/NĐ-CP ngày 22 tháng 12 năm 2003 của Chính phủ quy định chi tiết thi hành Luật Thuế thu nhập doanh nghiệp",Nghị định 108/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Đầu tư
Nghị định 164/2003/NĐ-CP Quy định chi tiết thi hành Luật Thuế thu nhập doanh nghiệp,Nghị định 108/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Đầu tư
"Nghị định 100/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Dân sự, Luật Sở hữu trí tuệ về quyền tác giả và quyền liên quan","Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch "
Nghị định 61/CP Về mua bán và kinh doanh nhà ở,Nghị định 90/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Luật Nhà ở
"Nghị định 95/2005/NĐ-CP Về việc cấp giấy chứng nhận quyền sở hữu nhà ở,quyền sở hữu công trình xây dựng",Nghị định 90/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Luật Nhà ở
Nghị định 49/2000/NĐ-CP Về tổ chức và hoạt động của ngân hàng thương mại,"Nghị định 86/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 132/2005/NĐ-CP ngày 20/10/2005 của Chính phủ về thực hiện các quyền và nghĩa vụ của chủ sở hữu nhà nước đối với công ty nhà nước"
Nghị định 132/2005/NĐ-CP Về thực hiện các quyền và nghĩa vụ của chủ sở hữu nhà nước đối với công ty nhà nước,"Nghị định 86/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 132/2005/NĐ-CP ngày 20/10/2005 của Chính phủ về thực hiện các quyền và nghĩa vụ của chủ sở hữu nhà nước đối với công ty nhà nước"
"Nghị định 82/2006/NĐ-CP Về quản lý hoạt động xuất khẩu, nhập khẩu, tái xuất khẩu, nhập nội từ biển, quá cảnh, nuôi sinh sản, nuôi sinh trưởng và trồng cấy nhân tạo các loài động vật, thực vật hoang dã nguy cấp, quý, hiếm","Nghị định 98/2011/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định về nông nghiệp"
"Nghị định 103/2003/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Hành nghề y, dược tư nhân",Nghị định 79/2006/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Dược
"Nghị định 173/2004/NĐ-CP Quy định về thủ tục, cưỡng chế và xử phạt vi phạm hành chính trong thi hành án dân sự",Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
"Nghị định 65/2003/NĐ-CP Về tổ chức, hoạt động tư vấn pháp luật",Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
"Nghị định 87/2003/NĐ-CP Về hành nghề của tổ chức luật sư nước ngoài, luật sư nước ngoài tại Việt Nam",Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
Nghị định 87/2001/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực hôn nhân và gia đình,Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
Nghị định 113/2004/NĐ-CP Quy định xử phạt hành chính về hành vi vi phạm pháp luật lao động,Nghị định 73/2006/NĐ-CP Quy định về xử phạt vi phạm hành chính trong lĩnh vực dạy nghề
Nghị định 45/2000/NĐ-CP Quy định về Văn phòng đại diện Chi nhánh của thương nhân nước ngoài và của doanh nghiệp du lịch nước ngoài tại Việt Nam,"Nghị định 72/2006/NĐ-CP Quy định chi tiết Luật Thương mại về Văn phòng đại diện, Chi nhánh của thương nhân nước ngoài tại Việt Nam"
Nghị định 68/2002/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Hôn nhân và gia đình về quan hệ hôn nhân và gia đình có yếu tố nước ngoài,"Nghị định 69/2006/NĐ-CP Sửa đổi, bổ sung một số điều của  Nghị định số 68/2002/NĐ-CP ngày 10 tháng 7 năm 2002 của Chính phủ quy định chi tiết thi hành  một số điều của Luật Hôn nhân và gia đình về quan hệ hôn nhân và gia đình có yếu tố nước ngoài"
"Nghị định 28/CP Quy định chi tiết và hướng dẫn thi hành một số Điều của Pháp lệnh Ưu đãi người hoạt động cách mạng, liệt sĩ và gia đình liệt sĩ, thương binh, bệnh binh, người hoạt động kháng chiến, người có công giúp đỡ cách mạng",Nghị định 54/2006/NĐ-CP Hướng dẫn thi hành một số điều của Pháp lệnh Ưu đãi người có công với cách mạng
Nghị định 39/CP Về bảo đảm trật tự an toàn giao thông đường sắt,Nghị định 44/2006/NĐ-CP Về việc xử phạt vi phạm hành chính trong lĩnh vực giao thông vận tải đường sắt
Quyết định 70/1998/QĐ-TTg Về việc thu và sử dụng học phí ở các cơ sở giáo dục và đào tạo công lập thuộc hệ thống giáo dục quốc dân,"Nghị định 43/2006/NĐ-CP Quy định quyền tự chủ, tự chịu trách nhiệm về thực hiện nhiệm vụ, tổ chức bộ máy, biên chế và tài chính đối với đơn vị sự nghiệp công lập"
Nghị định 33/CP Về việc sửa đổi khoản 1 Điều 6 của Nghị định 95/CP ngày 27/8/1994 về thu một phần viện phí,"Nghị định 43/2006/NĐ-CP Quy định quyền tự chủ, tự chịu trách nhiệm về thực hiện nhiệm vụ, tổ chức bộ máy, biên chế và tài chính đối với đơn vị sự nghiệp công lập"
Nghị định 60/2003/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Luật Ngân sách nhà nước,"Nghị định 43/2006/NĐ-CP Quy định quyền tự chủ, tự chịu trách nhiệm về thực hiện nhiệm vụ, tổ chức bộ máy, biên chế và tài chính đối với đơn vị sự nghiệp công lập"
Nghị định 35/2006/NĐ-CP Quy định chi tiết Luật Thương mại về hoạt động nhượng quyền thương mại,Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
Nghị định 57/2002/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Phí và lệ phí,"Nghị định 24/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 57/2002/NĐ-CP ngày 03/06/2002 của Chính phủ quy định chi tiết thi hành Pháp lệnh Phí và Lệ phí"
"Nghị định 24/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 57/2002/NĐ-CP ngày 03/06/2002 của Chính phủ quy định chi tiết thi hành Pháp lệnh Phí và Lệ phí","Nghị định 115/2011/NĐ-CP Sửa đổi, bổ sung điểm 2, mục IV phần b Danh mục chi tiết phí, lệ phí ban hành kèm theo Nghị định số 24/2006/NĐ-CP ngày 06 tháng 3 năm 2006 của Chính phủ "
Nghị định 23/2006/NĐ-CP Về thi hành Luật Bảo vệ và phát triển rừng,"Nghị định 98/2011/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định về nông nghiệp"
"Nghị định 22/2006/NĐ-CP Về tổ chức và hoạt động của chi nhánh ngân hàng nước ngoài, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài, văn phòng đại diện tổ chức tín dụng nước ngoài tại Việt Nam",Thông tư 24/2011/TT-NHNN Thực thi phương án đơn giản hóa thủ tục hành chính lĩnh vực thành lập và hoạt động ngân hàng theo các Nghị quyết của Chính phủ về đơn giản hóa thủ tục hành chính thuộc phạm vi chức năng quản lý của Ngân hàng Nhà nước Việt Nam
"Nghị định 197/2004/NĐ-CP Về bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất","Nghị định 17/2006/NĐ-CP Về sửa đổi, bổ sung một số điều của các Nghị định hướng dẫn thi hành Luật Đất đai và Nghị định số 187/2004/NĐ-CP về việc chuyển công ty nhà nước thành công ty cổ phần"
Nghị định 182/2004/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực đất đai,"Nghị định 17/2006/NĐ-CP Về sửa đổi, bổ sung một số điều của các Nghị định hướng dẫn thi hành Luật Đất đai và Nghị định số 187/2004/NĐ-CP về việc chuyển công ty nhà nước thành công ty cổ phần"
Nghị định 181/2004/NĐ-CP Về thi hành Luật Đất đai,"Nghị định 17/2006/NĐ-CP Về sửa đổi, bổ sung một số điều của các Nghị định hướng dẫn thi hành Luật Đất đai và Nghị định số 187/2004/NĐ-CP về việc chuyển công ty nhà nước thành công ty cổ phần"
Nghị định 187/2004/NĐ-CP Về việc chuyển công ty nhà nước thành công ty cổ phần,"Nghị định 17/2006/NĐ-CP Về sửa đổi, bổ sung một số điều của các Nghị định hướng dẫn thi hành Luật Đất đai và Nghị định số 187/2004/NĐ-CP về việc chuyển công ty nhà nước thành công ty cổ phần"
Nghị định 198/2004/NĐ-CP Về thu tiền sử dụng đất,"Nghị định 17/2006/NĐ-CP Về sửa đổi, bổ sung một số điều của các Nghị định hướng dẫn thi hành Luật Đất đai và Nghị định số 187/2004/NĐ-CP về việc chuyển công ty nhà nước thành công ty cổ phần"
"Nghị định 160/2005/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Luật Khoáng sản và Luật sửa đổi, bổ sung một số điều của Luật Khoáng sản","Nghị định 38/2011/NĐ-CP Sửa đổi, bổ sung một số điều quy định về thủ tục hành chính của Nghị định số 181/2004/NĐ-CP ngày 29 tháng 10 năm 2004, Nghị định số 149/2004/NĐ-CP ngày 27 tháng 7 năm 2004 và Nghị định số 160/2005/NĐ-CP ngày 27 tháng 12 năm 2005 "
"Nghị định 149/2003/NĐ-CP Quy định chi tiết thi hành Luật Thuế tiêu thụ đặc biệt và Luật sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt","Nghị định 156/2005/NĐ-CP Sửa đổi, bổ sung các Nghị định quy định chi tiết thi hành Luật Thuế tiêu thụ đặc biệt và Luật Thuế giá trị gia tăng"
"Nghị định 158/2003/NĐ-CP Quy định chi tiết thi hành Luật Thuế giá trị gia tăng và Luật sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng","Nghị định 156/2005/NĐ-CP Sửa đổi, bổ sung các Nghị định quy định chi tiết thi hành Luật Thuế tiêu thụ đặc biệt và Luật Thuế giá trị gia tăng"
"Nghị định 88/CP Quy định về xử phạt vi phạm hành chính trong các hoạt động văn hoá, dịch vụ văn hoá và phòng chống một số tệ nạn xã hội","Nghị định 150/2005/NĐ-CP Quy định xử phạt hành chính trong lĩnh vực an ninh trật tự, an toàn xã hội"
Nghị định 24/2000/NĐ-CP Quy định chi tiết thi hành Luật Đầu tư nước ngoài tại Việt Nam,"Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu"
Nghị định 48/2000/NĐ-CP Quy định chi tiết thi hành Luật Dầu khí,"Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu"
Nghị định 119/1999/NĐ-CP Về một số chính sách và cơ chế tài chính khuyến khích các doanh nghiệp đầu tư vào hoạt động khoa học và công nghệ,"Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu"
Nghị định 51/1999/NĐ-CP Quy định chi tiết thi hành Luật Khuyến khích đầu tư trong nước (sửa đổi) số 03/1998/QH10,"Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu"
"Nghị định 62/1998/NĐ-CP Ban hành Quy chế đầu tư theo Hợp đồng xây dựng - kinh doanh- chuyển giao, Hợp đồng xây dựng - chuyển giao - kinh doanh và hợp đồng xây dựng - chuyển giao áp dụng cho đầu tư nước ngoài tại Việt Nam","Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu"
"Nghị định 27/2003/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 24/2000/NĐ-CP ngày 31 tháng 7 năm 2000 quy định chi tiết thi hành Luật Đầu tư nước ngoài tại Việt Nam","Nghị định 149/2005/NĐ-CP Quy định chi tiết thi hành Luật Thuế xuất khẩu, Thuế nhập khẩu"
"Nghị định 210/2004/NĐ-CP Quy định về chế độ trợ cấp, phụ cấp ưu đãi đối với người có công với cách mạng","Nghị định 147/2005/NĐ-CP Quy định về mức trợ cấp, phụ cấp ưu đãi đối với người có công với cách mạng"
"Nghị định 63/2001/NĐ-CP Về chuyển đổi doanh nghiệp nhà nước, doanh nghiệp của tổ chức chính trị, tổ chức chính trị - xã hội thành công ty trách nhiệm hữu hạn một thành viên","Nghị định 145/2005/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 63/2001/NĐ-CP ngày 14/09/2001 của Chính phủ về chuyển đổi doanh nghiệp nhà nước, doanh nghiệp của tổ chức chính trị, tổ chức chính trị - xã hội thành công ty trách nhiệm hữu hạn một thành viên"
Nghị định 23/2003/NĐ-CP Ban hành Quy chế làm việc của Chính phủ,"Nghị định 144/2005/NĐ-CP Quy định về công tác phối hợp giữa các cơ quan hành chính nhà nước trong xây dựng và kiểm tra việc thực hiện chính sách, chiến lược, quy hoạch, kế hoạch"
"Nghị định 86/2002/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ, cơ quan ngang Bộ","Nghị định 144/2005/NĐ-CP Quy định về công tác phối hợp giữa các cơ quan hành chính nhà nước trong xây dựng và kiểm tra việc thực hiện chính sách, chiến lược, quy hoạch, kế hoạch"
Nghị định 71/2001/NĐ-CP Về ưu đãi đầu tư xây dựng nhà ở để bán và cho thuê,"Nghị định 142/2005/NĐ-CP Về thu tiền thuê đất, thuê mặt nước"
"Nghị định 142/2005/NĐ-CP Về thu tiền thuê đất, thuê mặt nước","Nghị định 121/2010/NĐ-CP Về sửa đổi, bổ sung một số điều của Nghị định số 142/2005/NĐ-CP ngày 14 tháng 11 năm 2005 của Chính phủ về thu tiền thuê đất, thuê mặt nước"
Nghị định 113/2004/NĐ-CP Quy định xử phạt hành chính về hành vi vi phạm pháp luật lao động,Nghị định 141/2005/NĐ-CP Về quản lý lao động Việt Nam làm việc ở nước ngoài
Nghị định 105/2004/NĐ-CP Về kiểm toán độc lập,"Nghị định 133/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 105/2004/NĐ-CP ngày 30 tháng 3 năm 2004 về Kiểm toán độc lập"
Nghị định 63/1998/NĐ-CP Về quản lý ngoại hối,"Nghị định 131/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 63/1998/NĐ-CP ngày 17 tháng 08 năm 1998 của Chính phủ về quản lý ngoại hối"
"Quyết định 130/CP Về việc bổ sung chính sách, chế độ đãi ngộ đối với cán bộ xã","Nghị định 119/2005/NĐ-CP Về việc điều chỉnh trợ cấp đối với cán bộ xã đã nghỉ việc theo Quyết định số 130/CP ngày 20 tháng 6 năm 1975 của Hội đồng Chính phủ, Quyết định 111/HĐBT ngày 13 tháng 10 năm 1981 của Hội đồng Bộ trưởng"
"Quyết định 111/HĐBT Về việc sửa đổi, bổ sung một số chính sách, chế độ đối với cán bộ xã, phường","Nghị định 119/2005/NĐ-CP Về việc điều chỉnh trợ cấp đối với cán bộ xã đã nghỉ việc theo Quyết định số 130/CP ngày 20 tháng 6 năm 1975 của Hội đồng Chính phủ, Quyết định 111/HĐBT ngày 13 tháng 10 năm 1981 của Hội đồng Bộ trưởng"
Nghị định 116/2005/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Cạnh tranh,"Nghị định 119/2011/NĐ-CP Sửa đổi, bổ sung thủ tục hành chính tại Nghị định số 116/2005/NĐ-CP ngày 15 tháng 9 năm 2005 của Chính phủ quy định chi tiết thi hành một số điều của Luật Cạnh tranh "
Nghị định 111/2005/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Xuất bản,"Nghị định 72/2011/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 111/2005/NĐ-CP ngày 26 tháng 8 năm 2005 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Xuất bản đã được sửa đổi, bổ sung bằng Nghị định số 11/2009/NĐ-CP ngày 10 tháng 02 năm 2009 và Nghị định số 105/2007/NĐ-CP ngày 21 tháng 6 năm 2007 của Chính phủ về hoạt động in các sản phẩm không phải là xuất bản phẩm"
Nghị định 89/1999/NĐ-CP Về bảo hiểm tiền gửi,"Nghị định 109/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 89/1999/NĐ-CP ngày 01 tháng 9 năm 1999 của Chính phủ về bảo hiểm tiền gửi"
Nghị định 51/CP Về việc đăng ký và quản lý hộ khẩu,"Nghị định 108/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 51/CP ngày 10 tháng 05 năm 1997 của Chính phủ về đăng ký và quản lý hộ khẩu"
"Nghị định 108/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 51/CP ngày 10 tháng 05 năm 1997 của Chính phủ về đăng ký và quản lý hộ khẩu",Nghị định 51-CP. Về việc đăng ký và quản lý hộ khẩu
Nghị định 170/2003/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Giá,Nghị định 101/2005/NĐ-CP Về thẩm định giá
Nghị định 105/2003/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Lao động về tuyển dụng và quản lý lao động nước ngoài làm việc tại Việt Nam,"Nghị định 93/2005/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 105/2003/NĐ-CP ngày 17 tháng 9 năm 2003 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Lao động về tuyển dụng và quản lý lao động nước ngoài làm việc tại Việt Nam"
Nghị định 86/2005/NĐ-CP Về quản lý và bảo vệ di sản văn hóa dưới nước,"Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch "
"Nghị định 101/2001/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Hải quan về thủ tục hải quan, chế độ kiểm tra, giám sát hải quan",Nghị định 79/2005/NĐ-CP Quy định về điều kiện đăng ký và hoạt động của đại lý làm thủ tục hải quan
Nghị định 48/2001/NĐ-CP Về tổ chức và hoạt động của Quỹ tín dụng nhân dân.,"Nghị định 69/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 của Chính phủ về tổ chức và hoạt động của Quỹ tín dụng nhân dân"
Nghị định 16/2001/NĐ-CP Về tổ chức và hoạt động của Công ty cho thuê tài chính,"Nghị định 65/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 16/2001/NĐ-CP ngày 02/5/2001 của Chính phủ về tổ chức và hoạt động của Công ty cho thuê tài chính"
"Nghị định 65/2005/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 16/2001/NĐ-CP ngày 02/5/2001 của Chính phủ về tổ chức và hoạt động của Công ty cho thuê tài chính",Thông tư 24/2011/TT-NHNN Thực thi phương án đơn giản hóa thủ tục hành chính lĩnh vực thành lập và hoạt động ngân hàng theo các Nghị quyết của Chính phủ về đơn giản hóa thủ tục hành chính thuộc phạm vi chức năng quản lý của Ngân hàng Nhà nước Việt Nam
"Nghị định 18/2001/NĐ-CP Quy định về lập và hoạt động của các cơ sở văn hóa, giáo dục nước ngoài tại Việt Nam",Nghị định 49/2005/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực giáo dục
Nghị định 49/2005/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực giáo dục,"Nghị định 40/2011/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 49/2005/NĐ-CP ngày 11 tháng 4 năm 2005 của Chính phủ quy định về xử phạt vi phạm hành chính trong lĩnh vực giáo dục "
"Nghị định 126/2004/NĐ-CP Về xử phạt vi phạm hành chính trong hoạt động xây dựng, quản lý công trình hạ tầng đô thị và quản lý sử dụng nhà",Nghị định 46/2005/NĐ-CP Về tổ chức và hoạt động của Thanh tra xây dựng
Nghị định 97/1998/NĐ-CP Về xử lý kỷ luật và trách nhiệm vật chất đối với công chức,"Nghị định 35/2005/NĐ-CP Về xử lý kỷ luật cán bộ, công chức"
Nghị định 33/2005/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Thú y,"Nghị định 119/2008/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 33/2005/NĐ-CPngày 15 tháng 3 năm 2005 của Chính phủ quy định chi tiết thi hành một số điều của Pháp lệnh Thú y"
"Nghị định 31/2005/NĐ-CP Về sản xuất và cung ứng sản phẩm, dịch vụ công ích","Quyết định 133/2007/QĐ-TTg Về việc bổ sung danh mục sản phẩm, dịch vụ công ích"
Nghị định 39/2003/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Lao động về việc làm,"Nghị định 19/2005/NĐ-CP Về điều kiện, thủ tục thành lập và hoạt động của tổ chức giới thiệu việc làm"
Nghị định 106/2004/NĐ-CP Về tín dụng đầu tư phát triển của Nhà nước,Nghị định 20/2005/NĐ-CP Về bổ sung danh mục dự án vay vốn tín dụng đầu tư phát triển của Nhà nước theo Nghị định số 106/2004/NĐ-CP
"Nghị định 14/2000/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Quy chế đấu thầu ban hành kèm theo Nghị định số 88/1999/NĐ-CP ngày 01 tháng 9 năm 1999 của Chính phủ",Nghị định 16/2005/NĐ-CP Về quản lý dự án đầu tư xây dựng công trình
"Nghị định 12/2000/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Quy chế quản lý đầu tư và xây dựng ban hành kèm theo Nghị định số 52/1999/NĐ-CP ngày 08 tháng 7 năm 1999 của Chính phủ",Nghị định 16/2005/NĐ-CP Về quản lý dự án đầu tư xây dựng công trình
Nghị định 88/1999/NĐ-CP Về việc ban hành Quy chế đấu thầu,Nghị định 16/2005/NĐ-CP Về quản lý dự án đầu tư xây dựng công trình
Nghị định 52/1999/NĐ-CP Về việc ban hành Quy chế Quản lý đầu tư và xây dựng,Nghị định 16/2005/NĐ-CP Về quản lý dự án đầu tư xây dựng công trình
"Nghị định 66/2003/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Quy chế Đấu thầu ban hành kèm theo Nghị định số 88/1999/NĐ-CP ngày 01 tháng 9 năm 1999 và Nghị định số 14/2000/NĐ-CP ngày 05 tháng 5 năm 2000 của Chính phủ",Nghị định 16/2005/NĐ-CP Về quản lý dự án đầu tư xây dựng công trình
