source,target
Thông tư 16/2012/TT-NHNN Hướng dẫn một số điều của Nghị định số 24/2012/NĐ-CP ngày 03 tháng 04 năm 2012 của Chính phủ về quản lý hoạt động kinh doanh vàng,"Thông tư 03/2017/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 16/2012/TT-NHNN ngày 25 tháng 5 năm 2012 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn một số điều của Nghị định số 24/2012/NĐ-CP ngày 03 tháng 4 năm 2012 của Chính phủ về quản lý hoạt động kinh doanh vàng"
Thông tư 11/2014/TT-BTC Hướng dẫn Nghị định 86/2013/NĐ-CP về kinh doanh trò chơi điện tử có thưởng dành cho người nước ngoài,"Thông tư 57/2017/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 11/2014/TT-BTC ngày 17 tháng 01 năm 2014 hướng dẫn một số điều quy định tại Nghị định số 86/2013/NĐ-CP ngày 29 tháng 7 năm 2013 của Chính phủ về kinh doanh trò chơi điện tử có thưởng dành cho người nước ngoài"
"Quyết định 92/2008/QĐ-BNN Ban hành Quy định về quản lý, phát hành và cấp biển xe được phép đi trên đê;; xe kiểm tra đê;; xe hộ đê, xe làm nhiệm vụ khẩn cấp về phòng, chống lụt, bão","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 116/2006/TT-BNN Hướng dẫn thực hiện một số nội dung của Nghị định số 66/2006/NĐ-CP ngày 07/7/2006 của Chính phủ về phát triển ngành nghề nông thôn,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 25/2010/TT-BNNPTNT Hướng dẫn việc kiểm tra vệ sinh an toàn thực phẩm đối với hàng hóa có nguồn gốc động vật nhập khẩu,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 63/2010/TT-BNNPTNT Hướng dẫn việc quy định Giấy chứng nhận lưu hành tự do đối với sản phẩm, hàng hóa xuất khẩu và nhập khẩu thuộc trách nhiệm quản lý của Bộ Nông nghiệp và Phát triển nông thôn","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 16/2011/TT-BNNPTNT Quy định về đánh giá, chỉ định và quản lý  phòng thử nghiệm ngành nông nghiệp và phát triển nông thôn","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 46/2011/TT-BNNPTNT Quy định về trình tự thực hiện việc chấp thuận, thẩm định hoạt động liên quan đến đê điều","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 74/2011/TT-BNNPTNT Quy định về truy xuất nguồn gốc, thu hồi và xử lý thực phẩm nông lâm sản không bảo đảm an toàn","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 55/2012/TT-BNNPTNT Hướng dẫn thủ tục chỉ định tổ chức chứng nhận hợp quy và công bố hợp quy thuộc phạm vi  quản lý của Bộ Nông nghiệp và Phát triển nông thôn,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 34/2014/TT-BNNPTNT Hướng dẫn kiểm tra chất lượng muối nhập khẩu,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 41/2014/TT-BNNPTNT Hướng dẫn một số điều của Nghị định số 202/2013/NĐ-CP ngày 27 tháng 11 năm 2013 của Chính phủ về quản lý phân bón thuộc trách nhiệm quản lý nhà nước của Bộ Nông nghiệp và Phát triển nông thôn,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 43/2014/TT-BNNPTNT Ban hành Danh mục sản phẩm nông lâm thủy sản, sản phẩm phụ trợ, sản phẩm cơ khí để bảo quản, chế biến nông lâm thủy sản được hỗ trợ theo Nghị định số 210/2013/NĐ-CP ngày 19 tháng 12 năm 2013 của Chính phủ","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 19/2013/TT-BNNPTNT Hướng dẫn biện pháp sử dụng năng lượng tiết kiệm, hiệu quả trong sản xuất nông nghiệp","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
"Thông tư 04/2015/TT-BNNPTNT Hướng dẫn thực hiện một số nội dung của Nghị định số 187/2013/NĐ-CP ngày 20/11/2013 của Chính phủ quy định chi tiết thi hành Luật Thương mại về hoạt động mua bán hàng hoá quốc tế và các hoạt động đại lý, mua, bán, gia công và quá cảnh hàng hoá với nước ngoài trong lĩnh vực nông nghiệp, lâm nghiệp va thủy sản","Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 12/2015/TT-BNNPTNT Hướng dẫn kiểm tra an toàn thực phẩm hàng hóa có nguồn gốc thực vật nhập khẩu,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 49/2015/TT-BNNPTNT Hướng dẫn quản lý nhiệm vụ và dự án khuyến nông Trung ương,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 08/2014/TT-BNNPTNT Hướng dẫn thực hiện một số điều của Quyết định số 68/2013/QĐ-TTg ngày 14/11/2013 của Thủ tướng chính phủ về chính sách hỗ trợ nhằm giảm tổn thất trong nông nghiệp,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật có liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và Phát triển nông thôn."
Thông tư 18/2013/TT-BTP Hướng dẫn cách tính thời gian thực hiện và thủ tục thanh toán chi phí thực hiện vụ việc trợ giúp pháp lý,"Thông tư 06/2017/TT-BTP Quy định về chương trình khung của khóa đào tạo nghề đấu giá, cơ sở đào tạo nghề đấu giá, việc tập sự và kiểm tra kết quả tập sự hành nghề đấu giá và biểu mẫu trong lĩnh vực đấu giá tài sản"
"Thông tư 125/2012/TT-BTC Hướng dẫn chế độ tài chính đối với doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, doanh nghiệp môi giới bảo hiểm và chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài","Thông tư 50/2017/TT-BTC Hướng dẫn thi hành Nghị định số 73/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ quy đinh chi tiết thi hành Luật Kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm"
"Thông tư 39/2014/TT-BTC Hướng dẫn thi hành Nghị định 51/2010/NĐ-CP và 04/2014/NĐ-CP quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ","Thông tư 37/2017/TT-BTC SỬA ĐỔI, BỔ SUNG THÔNG TƯ SỐ 39/2014/TT-BTC NGÀY 31/3/2014 CỦA BỘ TÀI CHÍNH, THÔNG TƯ SỐ 26/2015/TT-BTC NGÀY 27/02/2015 CỦA BỘ TÀI CHÍNH"
"Thông tư 303/2016/TT-BTC Hướng dẫn việc in, phát hành, quản lý và sử dụng các loại chứng từ thu tiền phí, lệ phí thuộc ngân sách nhà nước","Thông tư 35/2017/TT-BTC Quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí thẩm định phương án cải tạo, phục hồi môi trường; phương án cải tạo, phục hồi môi trường bổ sung do cơ quan trung ương thực hiện thẩm định"
Thông tư 18/2013/TT-BTP Hướng dẫn cách tính thời gian thực hiện và thủ tục thanh toán chi phí thực hiện vụ việc trợ giúp pháp lý,"Thông tư 05/2017/TT-BTP Sửa đổi, bổ sung một số điều của Thông tư số 18/2013/TT-BTP ngày 20 tháng 11 năm 2013 của Bộ trưởng Bộ Tư pháp hướng dẫn cách tính thời gian thực hiện và thủ tục thanh toán chi phí thực hiện vụ việc trợ giúp pháp lý"
Thông tư 202/2015/TT-BTC,"Thông tư 29/2017/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 202/2015/TT-BTC ngày 18 tháng 12 năm 2015 hưóng dẫn về niêm yết chứng khoán trên Sở giao dịch chứng khoán"
"Thông tư 07/2014/TT-BKHCN Quy định trình tự, thủ tục xác định nhiệm vụ khoa học và công nghệ cấp quốc gia sử dụng ngân sách nhà nước","Thông tư 03/2017/TT-BKHCN Sửa đổi, bổ sung một số điều của Thông tư số 07/2014/TT-BKHCN ngày 26 tháng 5 năm 2014 của Bộ trưởng Bộ Khoa học và Công nghệ quy định trình tự, thủ tục xác định nhiệm vụ khoa học và công nghệ cấp quốc gia sử dụng ngân sách nhà nước"
"Thông tư 28/2012/TT-BKHCN Quy định về công bố hợp chuẩn, công bố hợp quy và phương thức đánh giá sự phù hợp với tiêu chuẩn, quy chuẩn kỹ thuật","Thông tư 02/2017/TT-BKHCN sửa đổi, bổ sung một số điều của Thông tư số 28/2012/TT-BKHCN ngày 12 tháng 12 năm 2012 của Bộ trưởng Bộ Khoa học và Công nghệ quy định về công bố hợp chuẩn, công bố hợp quy và phương thức đánh giá sự phù hợp với tiêu chuẩn, quy chuẩn kỹ thuật"
Thông tư 36/2015/TT-BGTVT Về quản lý giá dịch vụ vận chuyển hàng không nội địa và giá dịch vụ chuyên ngành hàng không,"Thông tư 07/2017/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 36/2015/TT-BGTVT ngày 24 tháng 7 năm 2015 của Bộ trưởng Bộ Giao thông vận tải về quản lý giá dịch vụ vận chuyển hàng không nội địa và giá dịch vụ chuyên ngành hàng không"
Thông tư 20/2011/TT-BCT Quy định bổ sung thủ tục nhập khẩu xe ô tô chở người loại từ 09 chỗ ngồi trở xuống,"Thông tư 04/2017/TT-BCT Sửa đổi, bổ sung Thông tư số 20/2011/TT-BCT ngày 12 tháng 5 năm 2011 của Bộ trưởng Bộ Công Thương quy định bổ sung thủ tục nhập khẩu xe ô tô chở người loại từ 09 chỗ ngồi trở xuống"
"Thông tư 03/2016/TT-BNNPTNT Ban hành Danh mục Thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam;; công bố mã HS đối với thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam.","Thông tư 06/2017/TT-BNNPTNT Sửa đổi, bổ sung một số nội dung của Thông tư số 03/2016/TT-BNNPTNT ngày 21/4/2016 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn về ban hành Danh mục thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam; công bố mã HS đối với thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam"
Thông tư 16/2013/TT-BGTVT Quy định về quản lý tuyến vận tải thủy từ bờ ra đảo trong vùng biển Việt Nam,"Thông tư 05/2017/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 16/2013/TT-BGTVT ngày 30 tháng 7 năm 2013 của Bộ trưởng Bộ Giao thông vận tải quy định về quản lý tuyến vận tải thủy từ bờ ra đảo trong vùng biển Việt Nam"
"Thông tư 47/2015/TT-BGTVT Quy định phạm vi trách nhiệm của thuyền viên, người lái phương tiện và định biên an toàn tối thiểu trên phương tiện thủy nội địa","Thông tư 04/2017/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 47/2015/TT-BGTVT ngày 14 tháng 9 năm 2015 của Bộ trưởng Bộ Giao thông vận tải quy định phạm vi, trách nhiệm của thuyền viên, người lái phương tiện và định biên an toàn tối thiểu trên phương tiện thủy nội địa"
"Thông tư 56/2014/TT-BGTVT Quy định thi, kiểm tra, cấp, cấp lại, chuyển đổi giấy chứng nhận khả năng chuyên môn, chứng chỉ chuyên môn thuyền viên, người lái phương tiện thủy nội địa và đảm nhiệm chức danh thuyền viên phương tiện thủy nội địa","Thông tư 02/2017/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 56/2014/TT-BGTVT ngày 24 tháng 10 năm 2014 của Bộ trưởng Bộ Giao thông vận tải quy định thi, kiểm tra, cấp, cấp lại, chuyển đổi giấy chứng nhận khả năng chuyên môn, chứng chỉ chuyên môn thuyền viên, người lái phương tiện thủy nội địa và đảm nhiệm chức danh thuyền viên phương tiện thủy nội địa"
"Thông tư 02/2016/TT-BXD Ban hành Quy chế quản lý, sử dụng nhà chung cư","Thông tư 28/2016/TT-BXD Sửa đổi, bổ sung một số quy định của Thông tư số 10/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc đào tạo, bồi dưỡng kiến thức chuyên môn, nghiệp vụ quản lý vận hành nhà chung cư, Thông tư số 11/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc cấp chứng chỉ hành nghề môi giới bất động sản; hướng dẫn việc đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản, điều hành sàn giao dịch bất động sản, việc thành lập và tổ chức hoạt động của sàn giao dịch bất động sản và một số quy định của Quy chế quản lý, sử dụng nhà chung cư ban hành kèm theo Thông tư số 02/2016/TT-BXD ngày 15 tháng 02 năm 2016 của Bộ trưởng Bộ Xây dựng"
"Thông tư 10/2015/TT-BXD Quy định về việc đào tạo, bồi dưỡng kiến thức chuyên môn  nghiệp vụ quản lý vận hành nhà chung cư","Thông tư 28/2016/TT-BXD Sửa đổi, bổ sung một số quy định của Thông tư số 10/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc đào tạo, bồi dưỡng kiến thức chuyên môn, nghiệp vụ quản lý vận hành nhà chung cư, Thông tư số 11/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc cấp chứng chỉ hành nghề môi giới bất động sản; hướng dẫn việc đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản, điều hành sàn giao dịch bất động sản, việc thành lập và tổ chức hoạt động của sàn giao dịch bất động sản và một số quy định của Quy chế quản lý, sử dụng nhà chung cư ban hành kèm theo Thông tư số 02/2016/TT-BXD ngày 15 tháng 02 năm 2016 của Bộ trưởng Bộ Xây dựng"
"Thông tư 11/2015/TT-BXD Quy định việc cấp chứng chỉ hành nghề môi giới bất động sản;; hướng dẫn việc đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản, điều hành sàn giao dịch bất động sản;; việc thành lập và tổ chức hoạt động của sàn giao dịch bất động sản","Thông tư 28/2016/TT-BXD Sửa đổi, bổ sung một số quy định của Thông tư số 10/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc đào tạo, bồi dưỡng kiến thức chuyên môn, nghiệp vụ quản lý vận hành nhà chung cư, Thông tư số 11/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc cấp chứng chỉ hành nghề môi giới bất động sản; hướng dẫn việc đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản, điều hành sàn giao dịch bất động sản, việc thành lập và tổ chức hoạt động của sàn giao dịch bất động sản và một số quy định của Quy chế quản lý, sử dụng nhà chung cư ban hành kèm theo Thông tư số 02/2016/TT-BXD ngày 15 tháng 02 năm 2016 của Bộ trưởng Bộ Xây dựng"
"Thông tư 40/2013/TT-BCT Quy định điều kiện, trình tự thủ tục chỉ định cơ sở kiểm nghiệm kiểm chứng về an toàn thực phẩm thuộc trách nhiệm quản lý Nhà nước của Bộ Công thương","Thông tư 27/2016/TT-BCT Sửa đổi, bổ sung, bãi bỏ một số văn bản quy phạm pháp luật quy định về điều kiện đầu tư kinh doanh trong một số lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ Công Thương"
"Thông tư 42/2013/TT-BCT Quy định quản lý, kiểm soát tiền chất trong lĩnh vực công nghiệp","Thông tư 27/2016/TT-BCT Sửa đổi, bổ sung, bãi bỏ một số văn bản quy phạm pháp luật quy định về điều kiện đầu tư kinh doanh trong một số lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ Công Thương"
"Thông tư 61/2014/TT-BCT Hướng dẫn thực hiện và quy định cụ thể một số điều của Nghị định số 76/2014/NĐ-CP ngày 29 tháng 7 năm 2014 của Chính phủ quy định chi tiết một số điều của Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ","Thông tư 27/2016/TT-BCT Sửa đổi, bổ sung, bãi bỏ một số văn bản quy phạm pháp luật quy định về điều kiện đầu tư kinh doanh trong một số lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ Công Thương"
Thông tư 57/2015/TT-BCT Quy định điều kiện bảo đảm an toàn thực phẩm trong sản xuất thực phẩm nhỏ lẻ thuộc trách nhiệm quản lý nhà nước của Bộ Công Thương,"Thông tư 27/2016/TT-BCT Sửa đổi, bổ sung, bãi bỏ một số văn bản quy phạm pháp luật quy định về điều kiện đầu tư kinh doanh trong một số lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ Công Thương"
"Thông tư 43/2013/TT-BCT Quy định nội dung, trình tự, thủ tục lập, thẩm định, phê duyệt và điều chỉnh quy hoạch phát triển điện lực",Thông tư 24/2016/TT-BCT Quy định một số nội dung về rút ngắn thời gian tiếp cận điện năng
"Thông tư 146/2013/TT-BTC Quy định chế độ quản lý tài chính, tài sản đối với các Cơ quan Việt Nam ở nước ngoài","Thông tư 309/2016/TT-BTC Sửa đổi, bổ sung Thông tư số 146/2013/TT-BTC ngày 22/10/2013 của Bộ Tài chính quy định chế độ quản lý tài chính, tài sản đối với các Cơ quan Việt Nam ở nước ngoài"
"Thông tư 245/2016/TT-BTC Quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí thẩm định điều kiện kinh doanh trong hoạt động kiểm định kỹ thuật an toàn lao động; huấn luyện an toàn, vệ sinh lao động","Thông tư 110/2017/TT-BTC Sửa đổi, bổ sung Biểu mức thu phí thẩm định điều kiện kinh doanh trong hoạt động kiểm định kỹ thuật an toàn lao động; huấn luyện an toàn, vệ sinh lao động ban hành kèm theo Thông tư số 245/2016/TT-BTC ngày 11 tháng 11 năm 2016 của Bộ trưởng Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí thẩm định điều kiện kinh doanh trong hoạt động kiểm định kỹ thuật an toàn lao động; huấn luyện an toàn, vệ sinh lao động"
"Thông tư 250/2016/TT-BTC Hướng dẫn về phí và lệ phí thuộc thẩm quyền quyết định của Hội đồng nhân dân tỉnh, thành phố trực thuộc Trung ương","Thông tư 96/2017/TT-BTC Sửa đổi, bổ sung Thông tư số 250/2016/TT-BTC ngày 11 tháng 11 năm 2016 hướng dẫn về phí và lệ phí thuộc thẩm quyền quyết định của Hội đồng nhân dân tỉnh, thành phố trực thuộc Trung ương"
"Thông tư 02/2014/TT-BGTVT Quy định quy trình thanh tra chuyên ngành, xử phạt vi phạm hành chính;; công tác lập kế hoạch, chế độ báo cáo và quản lý nội bộ của thanh tra ngành Giao thông vận tải","Thông tư 32/2016/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 02/2014/TT-BGTVT ngày 25 tháng 02 năm 2014 của Bộ trưởng Bộ Giao thông vận tải quy định quy trình thanh tra chuyên ngành, xử phạt vi phạm hành chính; công tác lập kế hoạch, chế độ báo cáo và quản lý nội bộ của Thanh tra ngành Giao thông vận tải"
Thông tư 07/2013/TT-TTCP Quy định quy trình giải quyết khiếu nại hành chính,"Thông tư 02/2016/TT-TTCP Sửa đổi, bổ sung một số điều của Thông tư số 07/2013/TT-TTCP ngày 31 tháng 10 năm 2013 của Thanh tra Chính phủ quy định quy trình giải quyết khiếu nại hành chính"
"Thông tư 21/2014/TT-NHNN Hướng dẫn về phạm vi hoạt động ngoại hối, điều kiện, trình tự, thủ tục chấp thuận hoạt động ngoại hối của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Thông tư 28/2016/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 21/2014/TT-NHNN ngày 14 tháng 8 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn về phạm vi hoạt động ngoại hối, điều kiện, trình tự, thủ tục chấp thuận hoạt động ngoại hối của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
"Thông tư 17/2016/TT-BGTVT Quy định chi tiết về quản lý, khai thác cảng hàng không, sân bay","Thông tư 51/2018/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 17/2016/TT-BGTVT ngày 30 tháng 6 năm 2016 của Bộ Giao thông vận tải quy định chi tiết về quản lý, khai thác cảng hàng không, sân bay"
"Thông tư 24/2015/TT-NHNN Quy định cho vay bằng ngoại tệ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài đối với khách hàng vay là người cư trú","Thông tư 07/2016/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 24/2015/TT-NHNN ngày 08 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước quy định cho vay bằng ngoại tệ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài đối với khách hàng vay là người cư trú"
Thông tư 32/2014/TT-BKHCN Quy định quản lý Chương trình phát triển thị trường khoa học và công nghệ đến năm 2020,"Thông tư 08/2016/TT-BKHCN Sửa đổi, bổ sung một số điều của Thông tư số 32/2014/TT-BKHCN ngày 06 tháng 11 năm 2014 của Bộ trưởng Bộ Khoa học và Công nghệ quy định quản lý Chương trình phát triển thị trường khoa học và công nghệ đến năm 2020"
"Thông tư 03/2016/TT-BNNPTNT Ban hành Danh mục Thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam; công bố mã HS đối với thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam.","Thông tư 15/2017/TT-BNNPTNT Sửa đổi, bổ sung một số nội dung của thông tư số 03/2016/TT-BNNPTNT ngày 21/4/2016 của Bộ trưởng Bộ Nông nghiệp và phát triển nông thôn về ban hành danh mục thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam; công bố mã HS đối với thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam."
"Thông tư 03/2016/TT-BNNPTNT Ban hành Danh mục Thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam; công bố mã HS đối với thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam.","Thông tư 06/2017/TT-BNNPTNT Sửa đổi, bổ sung một số nội dung của Thông tư số 03/2016/TT-BNNPTNT ngày 21/4/2016 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn về ban hành Danh mục thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam; công bố mã HS đối với thuốc bảo vệ thực vật được phép sử dụng, cấm sử dụng tại Việt Nam"
"Thông tư 03/2016/TT-NHNN Hướng dẫn một số nội dung về quản lý ngoại hối đối với việc vay, trả nợ nước ngoài của doanh nghiệp","Thông tư 05/2016/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 03/2016/TT-NHNN ngày 26 tháng 02 năm 2016 của Thống đốc Ngân hàng Nhà nước hướng dẫn một số nội dung về quản lý ngoại hối đối với việc vay, trả nợ nước ngoài của doanh nghiệp"
Thông tư 152/2015/TT-BTC Hướng dẫn về thuế tài nguyên,"Thông tư 12/2016/TT-BTC sửa đổi, bổ sung khoản 1 Điều 7 Thông tư số 152/2015/TT-BTC ngày 02 tháng 10 năm 2015 hướng dẫn về thuế tài nguyên"
Thông tư 49/2015/TT-BNNPTNT Hướng dẫn quản lý nhiệm vụ và dự án khuyến nông Trung ương,"Thông tư 11/2017/TT-BNNPTNT Sửa đổi, bổ sung một số điều của các văn bản QPPL liên quan đến chức năng, nhiệm vụ của các đơn vị thuộc Bộ Nông nghiệp và PTNT"
"Thông tư 11/2015/TT-BXD Quy định việc cấp chứng chỉ hành nghề môi giới bất động sản; hướng dẫn việc đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản, điều hành sàn giao dịch bất động sản; việc thành lập và tổ chức hoạt động của sàn giao dịch bất động sản","Thông tư 28/2016/TT-BXD Sửa đổi, bổ sung một số quy định của Thông tư số 10/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc đào tạo, bồi dưỡng kiến thức chuyên môn, nghiệp vụ quản lý vận hành nhà chung cư, Thông tư số 11/2015/TT-BXD ngày 30 tháng 12 năm 2015 của Bộ Xây dựng quy định việc cấp chứng chỉ hành nghề môi giới bất động sản; hướng dẫn việc đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản, điều hành sàn giao dịch bất động sản, việc thành lập và tổ chức hoạt động của sàn giao dịch bất động sản và một số quy định của Quy chế quản lý, sử dụng nhà chung cư ban hành kèm theo Thông tư số 02/2016/TT-BXD ngày 15 tháng 02 năm 2016 của Bộ trưởng Bộ Xây dựng"
Thông tư 36/2015/TT-BCT Ban hành Quy chuẩn kỹ thuật quốc gia đối với sản phẩm khăn giấy và giấy vệ sinh,"Thông tư 33/2016/TT-BCT Sửa đổi, bổ sung một số điều của Thông tư số 36/2015/TT-BCT ngày 28 tháng 10 năm 2015 ban hành Quy chuẩn kỹ thuật quốc gia đối với sản phẩm khăn giấy và giấy vệ sinh"
Thông tư 32/2013/TT-NHNN Hướng dẫn thực hiện quy định hạn chế sử dụng ngoại hối trên lãnh thổ Việt Nam,"Thông tư 16/2015/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 32/2013/TT-NHNN ngày 26/12/2013 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn thực hiện quy định hạn chế sử dụng ngoại hối trên lãnh thổ Việt Nam"
