source,target
Nghị định 48/2000/NĐ-CP Quy định chi tiết thi hành Luật Dầu khí,"Nghị định 05/2009/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Thuế tài nguyên và Pháp lệnh sửa đổi, bổ sung Điều 6 Pháp lệnh Thuế tài nguyên"
Nghị định 02/2009/NĐ-CP Quy định về tổ chức và hoạt động của thư viện tư nhân có phục vụ cộng đồng,"Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch "
Nghị định 211/2004/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Cơ yếu về tiêu chuẩn trang phục;; chế độ nghỉ và thực hiện nghĩa vụ lao động công ích hàng năm đối với người đang làm công tác cơ yếu,Nghị định 01/2009/NĐ-CP Quy định tiêu chuẩn vật chất hậu cần đối với người đang làm công tác cơ yếu
Nghị định 28/2007/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Luật sư,Nghị định 131/2008/NĐ-CP Hướng dẫn thi hành các quy định của Luật luật sư về tổ chức xã hội - nghề nghiệp của luật sư
Nghị định 68/2005/NĐ-CP Về an toàn hoá chất,Nghị định 108/2008/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Hóa chất
Nghị định 151/2006/NĐ-CP Về tín dụng đầu tư và tín dụng xuất khẩu của Nhà nước,"Nghị định 106/2008/NĐ-CP Sửa đổi, bổ sung một số Điều của Nghị định số 151/2006/NĐ-CP ngày 20 tháng 12 năm 2006 của Chính phủ về tín dụng đầu tư và tín dụng xuất khẩu của nhà nước"
Nghị định 85/2007/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Quản lý thuế,Nghị định 100/2008/NĐ-CP Quy định chi tiết một số điều của Luật Thuế thu nhập cá nhân
Nghị định 16/2001/NĐ-CP Về tổ chức và hoạt động của Công ty cho thuê tài chính,"Nghị định 95/2008/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 16/2001/NĐ-CP ngày 02 tháng 5 năm 2001 về tổ chức và hoạt động của công ty cho thuê tài chính"
Nghị định 54/2006/NĐ-CP Hướng dẫn thi hành một số điều của Pháp lệnh Ưu đãi người có công với cách mạng,"Nghị định 89/2008/NĐ-CP Hướng dẫn thi hành Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Ưu đãi người có công với cách mạng"
Nghị định 170/2003/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Giá,"Nghị định 75/2008/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Nghị định số 170/2003/NĐ-CP ngày 25 tháng 12 năm 2003 của Chính phủ quy định chi tiết thi hành một số điều của Pháp lệnh giá"
Nghị định 146/2007/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ,"Nghị định 67/2008/NĐ-CP Sửa đổi, bổ sung khoản 3 Điều 42 Nghị định số 146/2007/NĐ-CP ngày 14 tháng 9 năm 2007 quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ"
"Nghị định 29/2008/NĐ-CP Quy định về khu công nghiệp, khu chế xuất và khu kinh tế",Nghị định 04/2013/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Công chứng
Nghị định 58/2001/NĐ-CP Về quản lý và sử dụng con dấu,Nghị định 02/2008/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật công chứng
Nghị định 57/2005/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực giống cây trồng,"Nghị định 172/2007/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 57/2005/NĐ-CP ngày 27 tháng 4 năm 2005 của Chính phủ về việc xử phạt vi phạm hành chính trong lĩnh vực giống cây trồng"
Nghị định 28/2005/NĐ-CP Về tổ chức và hoạt động của tổ chức tài chính quy mô nhỏ tại Việt Nam,"Nghị định 165/2007/NĐ-CP Sửa đổi, bổ sung, bãi bỏ một số điều Nghị định số 28/2005/NĐ-CP ngày 09 tháng 03 năm 2005 của Chính phủ về tổ chức và hoạt động của tổ chức tài chính quy mô nhỏ tại Việt Nam"
Nghị định 09/2005/NĐ-CP Về việc quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường thuỷ nội địa,"Nghị định 156/2007/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 09/2005/NĐ-CP ngày 27/01/2005 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường thủy nội địa và Nghị định số 44/2006/NĐ-CP ngày 25/04/2006 của Chính phủ về việc xử phạt vi phạm hành chính trong lĩnh vực giao thông vận tải đường sắt"
Quyết định 210/1999/QĐ-TTg Về một số chính sách đối với người Việt Nam ở nước ngoài,"Nghị định 136/2007/NĐ-CP Về xuất cảnh, nhập cảnh của công dân Việt Nam"
Nghị định 113/2004/NĐ-CP Quy định xử phạt hành chính về hành vi vi phạm pháp luật lao động,Nghị định 135/2007/NĐ-CP Quy định về xử phạt vi phạm hành chính trong lĩnh vực bảo hiểm xã hội
"Nghị định 157/2004/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Bưu chính, Viễn thông về bưu chính",Nghị định 128/2007/NĐ-CP Về dịch vụ chuyển phát
Nghị định 120/2007/NĐ-CP Hướng dẫn thi hành một số điều của Luật thanh niên,"Nghị định 78/2017/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 120/2007/NĐ-CP ngày 23 tháng 7 năm 2007 của Chính phủ hướng dẫn thi hành một số điều của Luật thanh niên"
"Nghị định 117/2007/NĐ-CP Về sản xuất, cung cấp và tiêu thụ nước sạch","Nghị định 42/2017/NĐ-CP Về sửa đổi, bổ sung một số điều Nghị định số 59/2015/NĐ-CP ngày 18 tháng 6 năm 2015 của Chính phủ về quản lý dự án đầu tư xây dựng."
"Nghị định 108/2007/NĐ-CP Quy định chi tiết thi hành một số điều của Luật phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS)",Thông tư liên tịch 01/2001/TTLT-TANDTC-VKSNDTC-BTP Hướng dẫn thi hành Nghị quyết số 35/2000/QH10 ngày 9 tháng 6 năm 2000 của Quốc hội “Về việc thi hành Luật Hôn nhân và gia đình”
"Nghị định 84/2006/NĐ-CP Quy định về bồi thường thiệt hại, xử lý kỷ luật, xử phạt vi phạm hành chính trong thực hành tiết kiệm, chống lãng phí","Nghị định 103/2007/NĐ-CP Quy định xử lý trách nhiệm của người đứng đầu cơ quan, tổ chức, đơn vị và trách nhiệm của cán bộ, công chức, viên chức trong việc thực hành tiết kiệm, chống lãng phí"
"Nghị định 103/2007/NĐ-CP Quy định trách nhiệm của người đứng đầu cơ quan, tổ chức, đơn vị và trách nhiệm của cán bộ, công chức, viên chức trong việc thực hành tiết kiệm, chống lãng phí",Nghị định 34/2011/NĐ-CP  Quy định về xử lý kỷ luật đối với công chức
Nghị định 92/2007/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Du lịch,"Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch "
"Nghị định 75/2000/NĐ-CP Về công chứng, chứng thực","Nghị định 79/2007/NĐ-CP Về cấp bản sao từ sổ gốc, chứng thực bản sao từ bản chính, chứng thực chữ ký"
"Nghị định 28/CP Quy định chi tiết và hướng dẫn thi hành một số Điều của Pháp lệnh Ưu đãi người hoạt động cách mạng, liệt sĩ và gia đình liệt sĩ, thương binh, bệnh binh, người hoạt động kháng chiến, người có công giúp đỡ cách mạng","Nghị định 16/2007/NĐ-CP Quy định về tìm kiếm, quy tập hài cốt liệt sĩ, quản lý mộ, nghĩa trang, đài tưởng niệm, bia ghi tên liệt sĩ"
Nghị định 08/2000/NĐ-CP Về đăng ký giao dịch bảo đảm,Nghị định 163/2006/NĐ-CP Về giao dịch bảo đảm
Nghị định 150/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều Pháp lệnh Cựu chiến binh,"Nghị định 157/2016/NĐ-CP Sửa đổi, bổ sung Nghị định số 150/2006/NĐ-CP ngày 12 tháng 12 năm 2006 quy định chi tiết và hướng dẫn thi hành một số điều Pháp lệnh Cựu chiến binh"
Nghị định 39/CP Về bảo đảm trật tự an toàn giao thông đường sắt,Nghị định 109/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Đường sắt
"Nghị định 107/2006/NĐ-CP Quy định xử lý trách nhiệm của người đứng đầu cơ quan, tổ chức, đơn vị khi để xảy ra tham nhũng trong cơ quan, tổ chức, đơn vị do mình quản lý, phụ trách",Nghị định 34/2011/NĐ-CP  Quy định về xử lý kỷ luật đối với công chức
"Nghị định 100/2006/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Bộ luật Dân sự, Luật Sở hữu trí tuệ về quyền tác giả và quyền liên quan","Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch "
"Nghị định 84/2006/NĐ-CP Quy định về bồi thường thiệt hại, xử lý kỷ luật, xử phạt vi phạm hành chính trong thực hành tiết kiệm, chống lãng phí","Nghị định 139/2013/NĐ-CP Quy định xử phạt vi phạm hành chính về khai thác và bảo vệ công trình thủy lợi; đê điều; phòng, chống lụt, bão"
"Nghị định 173/2004/NĐ-CP Quy định về thủ tục, cưỡng chế và xử phạt vi phạm hành chính trong thi hành án dân sự",Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
"Nghị định 65/2003/NĐ-CP Về tổ chức, hoạt động tư vấn pháp luật",Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
"Nghị định 87/2003/NĐ-CP Về hành nghề của tổ chức luật sư nước ngoài, luật sư nước ngoài tại Việt Nam",Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
Nghị định 87/2001/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực hôn nhân và gia đình,Nghị định 76/2006/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực tư pháp
Nghị định 68/2002/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Hôn nhân và gia đình về quan hệ hôn nhân và gia đình có yếu tố nước ngoài,"Nghị định 69/2006/NĐ-CP Sửa đổi, bổ sung một số điều của  Nghị định số 68/2002/NĐ-CP ngày 10 tháng 7 năm 2002 của Chính phủ quy định chi tiết thi hành  một số điều của Luật Hôn nhân và gia đình về quan hệ hôn nhân và gia đình có yếu tố nước ngoài"
Nghị định 39/CP Về bảo đảm trật tự an toàn giao thông đường sắt,Nghị định 44/2006/NĐ-CP Về việc xử phạt vi phạm hành chính trong lĩnh vực giao thông vận tải đường sắt
Nghị định 57/2002/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Phí và lệ phí,"Nghị định 24/2006/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 57/2002/NĐ-CP ngày 03/06/2002 của Chính phủ quy định chi tiết thi hành Pháp lệnh Phí và Lệ phí"
"Nghị định 160/2005/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Luật Khoáng sản và Luật sửa đổi, bổ sung một số điều của Luật Khoáng sản","Nghị định 38/2011/NĐ-CP Sửa đổi, bổ sung một số điều quy định về thủ tục hành chính của Nghị định số 181/2004/NĐ-CP ngày 29 tháng 10 năm 2004, Nghị định số 149/2004/NĐ-CP ngày 27 tháng 7 năm 2004 và Nghị định số 160/2005/NĐ-CP ngày 27 tháng 12 năm 2005 "
Nghị định 86/2005/NĐ-CP Về quản lý và bảo vệ di sản văn hóa dưới nước,"Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch "
Nghị định 97/1998/NĐ-CP Về xử lý kỷ luật và trách nhiệm vật chất đối với công chức,"Nghị định 35/2005/NĐ-CP Về việc xử lý kỷ luật cán bộ, công chức"
"Nghị định 35/2005/NĐ-CP Về xử lý kỷ luật cán bộ, công chức",Nghị định 34/2011/NĐ-CP  Quy định về xử lý kỷ luật đối với công chức
"Nghị định 40/CP Về đảm bảo trật tự, an toàn giao thông đường thủy nội địa",Nghị định 09/2005/NĐ-CP Về việc quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường thuỷ nội địa
Nghị định 211/2004/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Cơ yếu về tiêu chuẩn trang phục; chế độ nghỉ và thực hiện nghĩa vụ lao động công ích hàng năm đối với người đang làm công tác cơ yếu,Nghị định 01/2009/NĐ-CP Quy định tiêu chuẩn vật chất hậu cần đối với người đang làm công tác cơ yếu
"Nghị định 205/2004/NĐ-CP Quy định hệ thống thang lương, bảng lương và chế độ phụ cấp lương trong các công ty Nhà nước","Nghị định 51/2013/NĐ- CP Quy định chế độ tiền lương, thù lao, tiền thưởng đối với thành viên Hội đồng thành viên hoặc chủ tịch công ty, kiểm soát viên, Tổng giám đốc hoặc Giám đốc; Phó Tổng Giám đốc hoặc Phó Giám đốc, Kế toán trưởng trong công ty trách nhiệm hữu hạn một thành viên do Nhà nước làm chủ sở hữu"
Nghị định 202/2004/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực tiền tệ và hoạt động ngân hàng,"Nghị định 95/2011/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 202/2004/NĐ-CP ngày 10 tháng 12 năm 2004 của Chính phủ về xử phạt vi phạm hành chính trong lĩnh vực tiền tệ và hoạt động ngân hàng"
"Nghị định 197/2004/NĐ-CP Về bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất","Thông tư liên tịch 14/2008/TTLT-BTC-BTNMT Hướng dẫn thực hiện một số điều của Nghị định số 84/2007/NĐ-CP ngày 25 tháng 5 năm 2007 của Chính phủ quy định bổ sung về việc cấp Giấy chứng nhận quyền sử dụng đất, thu hồi đất, thực hiện quyền sử dụng đất, trình tự, thủ tục bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất và giải quyết khiếu nại về đất đai"
"Nghị định 149/2004/NĐ-CP Quy định việc cấp phép thăm dò, khai thác, sử dụng tài nguyên nước,xả nước thải vào nguồn nước","Nghị định 38/2011/NĐ-CP Sửa đổi, bổ sung một số điều quy định về thủ tục hành chính của Nghị định số 181/2004/NĐ-CP ngày 29 tháng 10 năm 2004, Nghị định số 149/2004/NĐ-CP ngày 27 tháng 7 năm 2004 và Nghị định số 160/2005/NĐ-CP ngày 27 tháng 12 năm 2005 "
"Nghị định 12/2001/NĐ-CP Về việc tổ chức lại một số cơ quan chuyên môn thuộc Uỷ ban nhân dân tỉnh, thành phố trực thuộc Trung ương và Uỷ ban nhân dân quận, huyện, thị xã, thành phố thuộc tỉnh","Nghị định 133/2004/NĐ-CP Về việc thành lập và quy định chức năng, nhiệm vụ, quyền hạn,cơ cấu tổ chức, biên chế của Văn phòng Hội đồng nhân dân tỉnh,thành phố trực thuộc Trung ương"
"Nghị định 32/1999/NĐ-CP Về khuyến mại, quảng cáo thương mại và hội chợ, triển lãm thương mại",Nghị định 24/2003/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Quảng cáo
Nghị định 172/1999/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Bảo vệ công trình giao thông đối với công trình giao thông đường bộ,Nghị định 15/2003/NĐ-CP Quy định xử phạt vi phạm hành chính về giao thông đường bộ
Nghị định 49/1999/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực kế toán,"Nghị định 89/2002/NĐ-CP Quy định về việc in, phát hành, sử dụng, quản lý hoá đơn"
"Nghị định 49/CP Về xử phạt vi phạm hành chính trong lĩnh vực an ninh, trật tự",Nghị định 87/2001/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực hôn nhân và gia đình
Nghị định 87/2001/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực hôn nhân và gia đình,"Nghị định 110/2009/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực phòng, chống bạo lực gia đình"
"Nghị định 79/CP Quy định xử phạt vi phạm hành chính trong lĩnh vực quản lý Nhà nước về bưu chính, viễn thông và tần số vô tuyến điện","Nghị định 55/2001/NĐ-CP Về quản lý, cung cấp và sử dụng dịch vụ Internet"
"Nghị định 76/CP Về việc sửa đổi bổ sung một số điều của Nghị định số 24/CP ngày 24 tháng 3 năm 1995 về thủ tục xuất cảnh, nhập cảnh","Nghị định 21/2001/NĐ-CP Quy định chi tiết thi hành pháp lệnh nhập cảnh, xuất cảnh, cư trú của người nước ngoài tại Việt Nam"
"Nghị định 24/CP Về thủ tục xuất cảnh, nhập cảnh","Nghị định 21/2001/NĐ-CP Quy định chi tiết thi hành pháp lệnh nhập cảnh, xuất cảnh, cư trú của người nước ngoài tại Việt Nam"
Nghị định 12/CP Ban hành Quy chế các đoàn của ta ra nước ngoài và các đoàn nước ngoài vào nước ta,"Nghị định 21/2001/NĐ-CP Quy định chi tiết thi hành pháp lệnh nhập cảnh, xuất cảnh, cư trú của người nước ngoài tại Việt Nam"
"Nghị định 02/CP Quy định về hàng hoá, dịch vụ cấm kinh doanh thương mại và hàng hoá, dịch vụ kinh doanh thương mại có điều kiện ở thị trường trong nước","Nghị định 11/1999/NĐ-CP Về hàng hóa cấm lưu thông, dịch vụ thương mại cấm thực hiện; hàng hóa, dịch vụ thương mại hạn chế kinh doanh, kinh doanh có điều kiện"
"Nghị định 40/CP Về đảm bảo trật tự, an toàn giao thông đường thủy nội địa","Nghị định 77/1998/NĐ-CP Về sửa đổi, bổ sung một số điều của Nghị định số 40/CP ngày 5/7/1996 của Chính phủ"
"Nghị định 178-HĐBT Về tổ chức pháp chế ở các ngành, các đơn vị sản xuất, kinh doanh thuộc khu vực Nhà nước","Nghị định 94/CP Về tổ chức pháp chế ở các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ"
Nghị định 48/CP Về hộ chiếu và thị thực,"Nghị định 24-CP Về thủ tục xuất cảnh, nhập cảnh"
"Nghị định 4/CP Quy định chi tiết thi hành Pháp lệnh Nhập cảnh xuất cảnh, cư trú, đi lại của người nước ngoài tại Việt Nam","Nghị định 24-CP Về thủ tục xuất cảnh, nhập cảnh"
Nghị định 12-CP Ban hành Quy chế các đoàn của ta ra nước ngoài và các đoàn nước ngoài vào nước ta,"Nghị định 24-CP Về thủ tục xuất cảnh, nhập cảnh"
"Nghị định 24-CP Về thủ tục xuất cảnh, nhập cảnh","Nghị định 21/2001/NĐ-CP Quy định chi tiết thi hành pháp lệnh nhập cảnh, xuất cảnh, cư trú của người nước ngoài tại Việt Nam"
Nghị định 299-HĐBT Ban hành Điều lệ Bảo hiểm y tế,Nghị định 47/CP Sửa đổi một số Điều của Điều lệ Bảo hiểm y tế ban hành theo Nghị định số 299-HĐBT ngày 15-08-1992 của Hội đồng Bộ trưởng
Nghị định 13/CP Ban hành bản Quy chế quản lý hoạt động hàng hải tại cảng biển và các khu vực hàng hải ở Việt Nam,Nghị định 92/1999/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực hàng hải
Nghị định 48-CP Về hộ chiếu và thị thực,"Nghị định 24-CP Về thủ tục xuất cảnh, nhập cảnh"
"Nghị định 4-CP Quy định chi tiết thi hành Pháp lệnh Nhập cảnh xuất cảnh, cư trú, đi lại của người nước ngoài tại Việt Nam","Nghị định 24-CP Về thủ tục xuất cảnh, nhập cảnh"
Nghị định 12-CP Ban hành Quy chế các đoàn của ta ra nước ngoài và các đoàn nước ngoài vào nước ta,"Nghị định 21/2001/NĐ-CP Quy định chi tiết thi hành pháp lệnh nhập cảnh, xuất cảnh, cư trú của người nước ngoài tại Việt Nam"
Quyết định 36/2016/QĐ-TTg Quy định việc áp dụng thuế suất thông thường đối với hàng hóa nhập khẩu,"Quyết định 45/2017/QĐ-TTg Sửa đổi, bổ sung Quyết định số 36/2016/QĐ-TTg ngày 01 tháng 9 năm 2016 của Thủ tướng Chính phủ quy định việc áp dụng thuế suất thông thường đối với hàng hóa nhập khẩu"
"Quyết định 42/2012/QĐ-TTg Về việc hỗ trợ tổ chức, đơn vị sử dụng lao động là người dân tộc thiểu số tại khu vực miền núi, vùng đặc biệt khó khăn","Quyết định 64/2015/QĐ-TTg Sửa đổi, bổ sung Quyết định số 42/2012/QĐ-TTg ngày 08 tháng 10 năm 2012 của Thủ tướng Chính phủ về việc hỗ trợ tổ chức, đơn vị sử dụng lao động là người dân tộc thiểu số cư trú tại khu vực miền núi, vùng đặc biệt khó khăn"
"Quyết định 42/2012/QĐ-TTg Về việc hỗ trợ tổ chức, đơn vị sử dụng lao động là người dân tộc thiểu số tại khu vực miền núi, vùng đặc biệt khó khăn","Quyết định 46/2015/QĐ-TTg Quy định chính sách hỗ trợ đào tạo trình độ sơ cấp, đào tạo dưới 03 tháng"
Quyết định 52/2012/QĐ-TTg Về chính sách hỗ trợ giải quyết việc làm và đào tạo nghề cho người lao động bị thu hồi đất nông nghiệp,"Quyết định 46/2015/QĐ-TTg Quy định chính sách hỗ trợ đào tạo trình độ sơ cấp, đào tạo dưới 03 tháng"
Quyết định 24/2009/QĐ-TTg Ban hành Quy chế về kinh doanh bán hàng miễn thuế,"Quyết định 39/2015/QĐ-TTg Sửa đổi, bổ sung một số điều của Quy chế về kinh doanh bán hàng miễn thuế ban hành kèm theo Quyết định số 24/2009/QĐ-TTg ngày 17 tháng 02 năm 2009 và Quyết định số 44/2013/QĐ-TTg ngày 19 tháng 7 năm 2013 của Thủ tướng Chính phủ."
"Quyết định 44/2013/QĐ-TTg Về việc sửa đổi, bổ sung một số điều của Quy chế về kinh doanh bán hàng miễn thuế ban hành kèm theo Quyết định số 24/2009/QĐ-TTg ngày 17 tháng 02 năm 2009 của Thủ tướng Chính phủ","Quyết định 39/2015/QĐ-TTg Sửa đổi, bổ sung một số điều của Quy chế về kinh doanh bán hàng miễn thuế ban hành kèm theo Quyết định số 24/2009/QĐ-TTg ngày 17 tháng 02 năm 2009 và Quyết định số 44/2013/QĐ-TTg ngày 19 tháng 7 năm 2013 của Thủ tướng Chính phủ."
Quyết định 210/1999/QĐ-TTg Về một số chính sách đối với người Việt Nam ở nước ngoài,"Quyết định 31/2015/QĐ-TTg Về định mức hành lý, tài sản di chuyển, quà biếu, quà tặng, hàng mẫu được miễn thuế, xét miễn thuế, không chịu thuế"
Quyết định 186/2006/QĐ-TTg Về việc ban hành Quy chế quản lý rừng,Quyết định 17/2015/QĐ-TTg Ban hành Quy chế quản lý rừng phòng hộ
"Quyết định 186/2007/QĐ-TTg Về việc sửa đổi Quyết định số 191/2004/QĐ-TTg của Thủ tướng Chính phủ về thành lập, tổ chức và hoạt động của Quỹ dịch vụ viễn thông công ích Việt Nam",Quyết định 11/2014/QĐ-TTg Về tổ chức và hoạt động của Quỹ Dịch vụ viễn thông công ích Việt Nam
"Quyết định 191/2004/QĐ-TTg Về thành lập, tổ chức và hoạt động củaQuỹ Dịch vụ viễn thông công ích Việt Nam",Quyết định 11/2014/QĐ-TTg Về tổ chức và hoạt động của Quỹ Dịch vụ viễn thông công ích Việt Nam
"Quyết định 229/2005/QĐ-TTg Ban hành Quy chế nhập cảnh, xuất cảnh, cư trú của người nước ngoài tại đảo Phú Quốc, tỉnh Kiên Giang","Quyết định 80/2013/QĐ-TTg Về việc ban hành một số cơ chế, chính sách đặc thù phát triển Đảo Phú Quốc, tỉnh Kiên Giang"
"Quyết định 54/2010/QĐ-TTg Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Thống kê trực thuộc Bộ Kế hoạch và Đầu tư","Quyết định 65/2013/QĐ-TTg Sửa đổi, bổ sung điểm a khoản 1 điều 3 quyết định số 54/2010/qđ-ttg ngày 24 tháng 8 năm 2010 của Thủ tướng Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của tổng cục Thống kê trực thuộc Bộ kế hoạch và đầu tư"
"Quyết định số 87-CT của Chủ tịch Hội đồng Bộ trưởng về chế độ, chính sách đối với cán bộ sang giúp Lào và Căm-pu-chi-a",Quyết định 57/2013/QĐ-TTg Về trợ cấp một lần đối với người được cử làm chuyên gia sang giúp Lào và Căm-pu-chi-a
"Thông tư liên tịch 03/2007/TTLT-BCT-BTC-BNG Hướng dẫn việc tạm nhập khẩu, nhập khẩu hoặc mua miễn thuế tại Việt Nam, xuất khẩu, tái xuất khẩu, chuyển nhượng và tiêu hủy những vật dụng cần thiết phục vụ cho nhu cầu công tác và sinh hoạt của các cơ quan đại diện ngoại giao, cơ quan lãnh sự và cơ quan đại diện các tổ chức quốc tế được hưởng quyền ưu đãi, miễn trừ tại Việt Nam","Quyết định 53/2013/QĐ-TTg Về việc tạm nhập khẩu, tái xuất khẩu, tiêu hủy, chuyển nhượng đối với xe ô tô, xe hai bánh gắn máy của đối tượng được hưởng quyền ưu đãi, miễn trừ tại Việt Nam"
Quyết định 04/2011/QĐ-TTg Về quản lý tài chính đối với Bảo hiểm xã hội Việt Nam,Quyết định 51/2013/QĐ-TTg Sửa đổi một số điểm của Quyết định số 04/2011/QĐ-TTg ngày 20 tháng 01 năm 2011 của Thủ tướng Chính phủ về quản lý tài chính đối với Bảo hiểm xã hội Việt Nam
Quyết định 151/2007/QĐ-TTg Ban hành Quy định về việc nhập khẩu thuốc chưa có số đăng ký tại Việt Nam,"Quyết định 42/2013/QĐ-TTg Quy định về quản lý thuốc dùng cho người theo đường xuất khẩu, nhập khẩu phi mậu dịch và sửa đổi, bổ sung một số điều của quy định về việc nhập khẩu thuốc chưa có số đăng ký tại Việt Nam ban hành kèm theo Quyết định số 151/2007/QĐ-TTg ngày 12 tháng 9 năm 2007 của Thủ tướng Chính phủ"
"Quyết định 27/2013/QĐ-TTg Quy định về thành phần và nhiệm vụ, quyền hạn của Hội đồng phối hợp phổ biến, giáo dục pháp luật","Quyết định 42/2017/QĐ-TTg Sửa đổi, bổ sung một số điều của Quyết định số 27/2013/QĐ-TTg ngày 19 tháng 5 năm 2013 của Thủ tướng Chính phủ quy định về thành phần và nhiệm vụ, quyền hạn của Hội đồng phối hợp phổ biến, giáo dục pháp luật"
"Quyết định 33/2011/QĐ-TTg Về việc miễn tiền sử dụng đất ở cho hộ dân làng chài, dân sống trên sông nước, đầm phá di chuyển đến định cư tại các khu, điểm tái định cư","Quyết định 48/2012/QĐ-TTg Về việc sửa đổi, bổ sung Quyết định số 204/2005/QĐ-TTg ngày 15 tháng 8 năm 2005 của Thủ tướng Chính phủ"
"Quyết định 33/2011/QĐ-TTg Về việc miễn tiền sử dụng đất ở cho hộ dân làng chài, dân sống trên sông nước, đầm phá di chuyển đến định cư tại các khu, điểm tái định cư","Quyết định 47/2012/QĐ-TTg Về việc thành lập, quản lý và sử dụng Quỹ phòng, chống tội phạm"
Công văn 1615/BHXH-CSXH Hướng dẫn thực hiện thu - chi bảo hiểm thất nghiệp,Quyết định 488/QĐ-BHXH Ban hành Quy định quản lý chi trả các chế độ Bảo hiểm Xã hội
"2036/BHXH-BC về hướng dẫn quản lý, chi trả các chế độ bảo hiểm xã hội tự nguyện",Quyết định 488/QĐ-BHXH Ban hành Quy định quản lý chi trả các chế độ Bảo hiểm Xã hội
